Survived,Pclass,SibSp,Parch,Ticket,Fare,Relatives,0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,title
0,0.6931471805599453,0.11778303565638346,0.0,0.3664796613952107,0.0345305586252918,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.550046336919272
1,0.6931471805599453,0.0,0.0,0.2394799706339032,0.014003749011095652,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.47000362924573563
0,0.4054651081081644,0.0,0.0,0.18599128568291698,0.04950288176693388,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.0,0.2017396426510563,0.025057726524795907,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.34275497980070807,0.015550417760596577,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
1,0.0,0.0,0.0,0.05993234072267385,0.06699617236029527,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.3184537311185346,0.15415067982725836,0.45798314239161086,0.040312098559000725,0.3364722366212129,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
1,0.6931471805599453,0.11778303565638346,0.6061358035703155,0.3946222221834566,0.05946095197459231,0.47000362924573563,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.23367612381410294,0.014003749011095652,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.0,0.3184537311185346,0.28768207245178085,0.13077023118319456,0.414320326182216,0.4054651081081644,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.3479606136279732,0.015262113346043075,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.4268044241431598,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.0,0.6309588367673277,0.052694340690821934,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.15415067982725836
1,0.0,0.11778303565638346,0.0,0.6215248045339692,0.25152850381759995,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.47000362924573563
1,0.6931471805599453,0.0,0.0,0.35313928910642467,0.015013720496480469,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.4054651081081644,0.0,0.0,0.5918633113958824,0.02028744611537874,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.11778303565638346,0.0,0.6325225587435105,0.14875332895717522,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.0,0.11778303565638346,0.0,0.0613164239886123,0.09667038198810923,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.26009925783663895,0.014011832831848146,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.562971495782395,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.22314355131420976,0.0,0.3674985101843135,0.0345305586252918,0.1823215567939546,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.550046336919272
1,0.6931471805599453,0.11778303565638346,0.0,0.2417921103922827,0.021705068541472326,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3829922522561059
0,0.6931471805599453,0.11778303565638346,0.0,0.5570915964395157,0.018325034557516082,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.4054651081081644,0.11778303565638346,0.0,0.07505290371649906,0.04017148235607018,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.4542552722775964,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.4054651081081644,0.11778303565638346,0.28768207245178085,0.6587384008744035,0.07803194294267958,0.26236426446749106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3829922522561059
1,0.6931471805599453,0.0,0.0,0.346921652495554,0.015262113346043075,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.6457163861462915,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.5184435920458031,0.029805359351605623,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.10594857800938065,0.015013720496480469,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.6931471805599453,0.22314355131420976,0.0,0.24640041347847694,0.041444181999891735,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.44109718770008527,0.03415336324945941,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.4054651081081644,0.15415067982725836,0.31201594064368615,0.07461091226899073,0.4054651081081644,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.31237468504215243
0,0.6931471805599453,0.0,0.0,0.5696493169250004,0.015109855078817078,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.0,0.11778303565638346,0.0,0.6223143821509867,0.1395579426663449,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.47000362924573563
1,0.4054651081081644,0.11778303565638346,0.0,0.30119332418553474,0.04950288176693388,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.0,0.0,0.15415067982725836,0.041762728361975185,0.11419914709145168,0.09531017980432493,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.0,0.0,0.0,0.12947907541957468,0.06699617236029527,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.0,0.5967334508919252,0.02028744611537874,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.27473092010470296,0.014011832831848146,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.4054651081081644,0.11778303565638346,0.28768207245178085,0.6015799870344548,0.05274840829682131,0.26236426446749106,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.4855078157817008,0.28768207245178085,0.6056009011772462,0.08759201983616036,0.5306282510621705,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.31237468504215243
0,0.6931471805599453,0.0,0.0,0.25441419420203054,0.014011832831848146,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.0,0.0,0.0,0.04598511324182344,0.1450951742356354,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3829922522561059
0,0.0,0.11778303565638346,0.0,0.5140556955803836,0.150944702426092,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.3184537311185346,0.28768207245178085,0.4025195978784076,0.05302610677804016,0.4054651081081644,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.31237468504215243
0,0.0,0.0,0.0,0.6333035037265818,0.052694340690821934,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.6931471805599453,0.11778303565638346,0.15415067982725836,0.24525032709523958,0.029323648164715232,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.31237468504215243
1,0.4054651081081644,0.0,0.0,0.5951127049941919,0.02028744611537874,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.6503317789546926,0.015798485223152,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.4054651081081644,0.28768207245178085,0.3109389346160482,0.015350151109302577,0.47000362924573563,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.22314355131420976,0.0,0.3343691864244341,0.016766723550696125,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.4054651081081644,0.0,0.0,0.5983515742223355,0.02028744611537874,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.4855078157817008,0.28768207245178085,0.6056009011772462,0.08759201983616036,0.5306282510621705,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.4054651081081644,0.0,0.0,0.6487956803423528,0.1340608923416297,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.26236426446749106,0.02782207118911138,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.1112256351102244,0.10460544252952911,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.4123044117584058,0.014821423601790385,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.420063907529317,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5280297220989066,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.28768207245178085,0.2089253023119307,0.05506020938272152,0.1823215567939546,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.31237468504215243
1,0.6931471805599453,0.0,0.0,0.49182267664037527,0.02405785347297414,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.369533098882101,0.017414316843308762,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.3766217361598356,0.018372944101240508,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.3448404862917294,0.015085822299643115,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.0,0.0,0.0,0.036105004642116356,0.08794959101630076,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.0,0.6610189035731286,0.02028744611537874,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
1,0.6931471805599453,0.3184537311185346,0.0,0.3098607673957028,0.0304682328908991,0.26236426446749106,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.11778303565638346,0.4054651081081644,0.6902016703301885,0.06494050115616902,0.3364722366212129,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.6723440529301822,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.0,0.3184537311185346,0.28768207245178085,0.13077023118319456,0.414320326182216,0.4054651081081644,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.36239385387263034,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.3634168718646649,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.40644501999451316,0.015214054528192307,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.11778303565638346,0.0,0.691675509948489,0.11279787282143247,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.28768207245178085,0.5910493105369354,0.03937428350165768,0.26236426446749106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.48821906913707674,0.01405186602861203,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5297628247857415,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.0,0.6379764094259742,0.06545106743865253,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.4489502200479032
1,0.0,0.0,0.15415067982725836,0.6418538861723947,0.11659759157479302,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.15415067982725836,0.1587618806200627,0.04391449758905135,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.4054651081081644,0.11778303565638346,0.0,0.1993329026204913,0.04950288176693388,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.4476978717314373,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.42584427044481643,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.15415067982725836,0.4782416621050779,0.14050527758799308,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5554052553990791,0.0167507922678848,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.22314355131420976,0.0,0.30770093934227283,0.015350151109302577,0.1823215567939546,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.419097256898222,0.015294023125182035,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.3613697882429401,0.014821423601790385,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
1,0.6931471805599453,0.0,0.0,0.31738364005869024,0.015061788942881014,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.45145022134998775,0.015294023125182035,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.11778303565638346,0.0,0.5245544796786032,0.04606040434123649,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.0,0.0,0.0,0.0029368596733097057,0.09667038198810923,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.24984275766944972,0.02782207118911138,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.33857087327813407,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.543520565427565,0.018995559385159594,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.2301775779715897,0.027829854243863684,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.6827997120345207,0.015350151109302577,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5166907432183888,0.015013720496480469,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.4489502200479032
0,0.4054651081081644,0.11778303565638346,0.0,0.07505290371649906,0.04017148235607018,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.15415067982725836,0.6207346029914682,0.39415365820595283,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.6931471805599453,0.4054651081081644,0.28768207245178085,0.398578706078531,0.05925402134279556,0.47000362924573563,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.4054651081081644,0.22314355131420976,0.0,0.6487956803423528,0.1340608923416297,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5845133395571498,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.4054651081081644,0.11778303565638346,0.0,0.17740754199152556,0.05703634945252453,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.0,0.2791902363014679,0.025057726524795907,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.0,0.0,0.15415067982725836,0.4782416621050779,0.14050527758799308,0.09531017980432493,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.11778303565638346,0.0,0.2417921103922827,0.021705068541472326,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.31237468504215243
0,0.6931471805599453,0.0,0.0,0.5193188656246582,0.015013720496480469,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.5853326759405522,0.013843406397277113,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.11778303565638346,0.15415067982725836,0.25327329276623894,0.0427150769128512,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.38366047814131166,0.013522451454419918,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.44393138893596046,0.015294023125182035,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.6632942174102642,0.01366686504595389,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.11778303565638346,0.0,0.5820512948173747,0.027909010164649164,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
1,0.4054651081081644,0.11778303565638346,0.0,0.15120516959750158,0.04950288176693388,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.4054651081081644,0.0,0.0,0.5943013459233127,0.025057726524795907,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.4054651081081644,0.0,0.0,0.6556896180250449,0.02894448327084133,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.0,0.0,0.28768207245178085,0.07777770104268424,0.05002900125238943,0.1823215567939546,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.0,0.11778303565638346,0.0,0.06958093383850573,0.09861770160548049,0.09531017980432493,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.5545610172737986,0.017829898734407344,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.0,0.6262529457299151,0.1437436610449152,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.28768207245178085,0.2612324024338077,0.029323648164715232,0.1823215567939546,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.47000362924573563
1,0.6931471805599453,0.0,0.0,0.3975910516772585,0.015013720496480469,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
1,0.6931471805599453,0.11778303565638346,0.0,0.6842844933021,0.0304682328908991,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.49720385554489205,0.013089085505924586,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.4489502200479032
0,0.4054651081081644,0.0,0.0,0.16001579927965642,0.022198289814291207,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.4054651081081644,0.11778303565638346,0.15415067982725836,0.5991596550743891,0.069275306226147,0.1823215567939546,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.4672424678044076,0.01510178012944407,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.22314355131420976,0.28768207245178085,0.6902016703301885,0.06494050115616902,0.3364722366212129,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3829922522561059
0,0.4054651081081644,0.0,0.28768207245178085,0.15373042346469568,0.04950288176693388,0.1823215567939546,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.4054651081081644,0.0,0.0,0.19571189685353904,0.025057726524795907,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.5690945318899664
0,0.4054651081081644,0.0,0.0,0.649564024598362,0.02415312256249474,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.5690945318899664
1,0.0,0.11778303565638346,0.0,0.05158736879049326,0.12221280312980437,0.09531017980432493,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.5646451363404247,0.015590389411477197,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.28768207245178085,0.5828726500996899,0.027909010164649164,0.1823215567939546,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
0,0.6931471805599453,0.0,0.0,0.611203156725916,0.014172148444170278,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.0,0.0,0.15415067982725836,0.6286086594223741,0.11315386612582344,0.09531017980432493,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.4489502200479032
1,0.6931471805599453,0.0,0.0,0.47915282389932357,0.01498160948698724,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3829922522561059
0,0.6931471805599453,0.0,0.0,0.6738444283054167,0.015590389411477197,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.0,0.0,0.32165715083607227,0.016766723550696125,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
0,0.6931471805599453,0.6931471805599453,0.28768207245178085,0.6072047507592206,0.12729547887673306,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.31237468504215243
0,0.6931471805599453,0.0,0.15415067982725836,0.5254244231871433,0.030941445113450518,0.09531017980432493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
1,0.4054651081081644,0.0,0.0,0.5999670834589901,0.03027888528372497,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.47000362924573563
0,0.6931471805599453,0.0,0.0,0.38865798979178323,0.015061788942881014,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4489502200479032
